objid,inventorynr,inventorynr_sorted,originaltitle,title_de,title_en,production_date,in_exhibition,material_de,material_en,measurement_height,measurement_width,measurement_depth,measurement_unit,description_de,description_en,creditline,acquiry_date,exploitation_rights,default_image,tags
1615,ÖL-Stg 111/0,ÖL-Stg 00111/000,Achrome,,,1959,no,"Kaolin, Leim auf Leinwand","Kaolin, white glue on canvas",150.0,110.0,,cm,"„Es gibt nichts zu sagen. Man muss nur sein. Man muss nur leben“, sagte der italienische Künstler Piero Manzoni und brachte damit die Devise seines Kunstschaffens am deutlichsten zum Ausdruck. Auf dem Bild Achrome von 1958 sind gleich große Stoffteile systematisch auf der Leinwand angeordnet, wie ein grobes Gewebe. Überzogen mit Kaolin, einer schnell trocknenden weißen Flüssigkeit, überließ Manzoni die endgültige Gestaltung des Bildes dem Trocknungsprozess. Ausschlaggebend für ihn war dabei nicht die zufällige Gestalt, sondern die Zurücknahme der individuellen Geste zugunsten einer objektivierten Erscheinung. Wenn es also gemäß Manzoni nichts zu sagen gibt, so gibt es auch nichts den Dingen hinzuzufügen. Der Titel des Bildes ist demnach Programm. Die Wortneuschöpfung Achrome, übersetzt Nichtfarbiges, steht im Gegensatz zum Monochrom, dem Einfarbigen, oder zum Polychrom, dem Vielfarbigen, und somit für die Nichtgestaltung der Fläche mittels Farbe. Das Bild ist, wie es ist, nicht mit subjektiven Spuren und bedeutungsvollen Zeichen befrachtet, und doch ist es mehr als eine nichtfarbige Fläche. Die Dimensionen der einzelnen quadratischen Elemente sind genau mit der Gesamtfläche abgestimmt. Das Trägermaterial ist Leinwand. Manzoni scheint hier die Materialität der Leinwand, also die Gewebestruktur, makroskopisch auf der Fläche zu wiederholen. Man könnte sagen, das Bild repräsentiert zwar nichts, weil es nicht im klassischen Sinn etwas abbildet, es ist aber durchaus in der Lage, etwas zu zeigen, nämlich eine Dimension seiner selbst.","“There is nothing to say, one must only be, one must only live,” said Italian artist Piero Manzoni in a concise summary of his work as an artist. On ""Achrome"", a painting of 1958, fabrics of identical size are arranged systematically on the canvas like a coarse tissue. By then covering the canvas with kaolin, a white liquid which dries quickly, Manzoni left the final form of the painting to the drying process. What mattered here was not random form, but the withdrawal of the artist’s own painterly gesture in favor of an objectivity. Since Manzoni believed that there was nothing to say, then there could also be nothing to add to objects. The title is also programmatic. The newly coined word Achrome, which could be translated as “non-colored,” strongly clashes with both monochrome, painted in one color only, and polychrome, painted in many colors, and thus stands for the non-design of the surface in terms of color. The painting is as it is and it is not fraught with individual gestures and signs. Nonetheless it is more than just a non-colored field. The dimensions of the various square elements are finely balanced with the picture as a whole. The medium is the canvas, and Manzoni seems microscopically to repeat the material quality of canvas on the surface. One could say that the painting represents nothing, for it does not depict anything in a classical sense, but yet it is quite capable of showing something—namely an additional dimension of itself.","Leihgabe der Österreichischen Ludwig-Stiftung/On loan from the Austrian Ludwig Foundation, seit/since",1981,"Bildrecht, Wien",https://www.mumok.at/imageobject.php?objid=1615,"Gruppo Nucleare, Azimuth, Italien, Konzeptkunst, Malerei, Körper, Farbe, Monochromie, Klasssiche Moderne"
1616,L 111/0,L 00111/000,Cape Canaveral,,,1981 - 1982,no,Acryl auf Leinwand,Acrylic on canvas,310.0,264.0,4.0,cm,,,Leihgabe der Artothek des Bundes/On loan from the Artothek des Bundes seit/since,1983,Isolde Maria Joham,https://www.mumok.at/imageobject.php?objid=1616,
1617,AV 111/0,AV 00111/000,Mein Begräbnis ein Erlebnis,,,1977,no,"16mm Film transferiert auf DVD, s/w, stumm, 1 min","16mm film transferred to DVD, b/w, silent, 1 min",,,,,,,erworben/acquired in,2003,Sixpack Film,https://www.mumok.at/imageobject.php?objid=1617,
1619,MG 111/0,MG 00111/000,Ohne Titel,,Untitled,2000,no,C-Print auf Aluminium,C-print on aluminum,40.0,46.0,,cm,,,Schenkung aus Privatbesitz/donation from a private collection,2005,Jutta Strohmaier,https://www.mumok.at/imageobject.php?objid=1619,Österreich; Fotografie; Architektur; Modell; Raum; Licht
1679,MG 116/0,MG 00116/000,Ohne Titel,Ohne Titel,Untitled,2000,no,Farbfotografie auf Aluminium,Color photograph on aluminum,192.5,125.0,,cm,,,Schenkung aus Privatbesitz/donation from a private collection,2005,"Bildrecht, Wien",https://www.mumok.at/imageobject.php?objid=1679,Fotografie; Inszenierung; Modell; Erinnerung; Vergangenheit; Traum; Fantasie; schrill
1541,L 104/0,L 00104/000,La fusée vegetale des anciens maîtres,Die Pflanzenrakete der alten Meister,The Vegetal Rocket of the Old Masters,1956,no,Mischtechnik auf Papier auf Leinwand,Mixed media on paper on canvas,50.0,26.0,,cm,"Dieses kleinformatige Gemälde des österreichischen Malers Friedensreich Hundertwasser trägt den Titel „La Fusée végétale des anciens maîtres“, also „Die Pflanzenrakete der alten Meister“. An einen Baum erinnernde Formen mit Stamm und runder Krone sind die zentralen Elemente des Bildes. Um zwei annähernd runde Formen auf der Mittelachse scheinen sich kreis- und spiralförmig dünne Schichten anzulagern. Die Spirale spielt in Hundertwassers Œuvre eine wichtige Rolle. Seit 1953 malt er sie immer wieder und sagt selbst:„Die echte und gerechte Spirale ist nicht geometrisch, sondern vegetativ, sie hat Ausbuchtungen, wird dünner und dicker und fließt um Hindernisse, die sich ihr in den Weg stellen.“Die Auseinandersetzung mit den im Titel erwähnten alten Meistern ist in den Bereichen der bildenden Kunst beinahe für alle jungen Künstlerinnen und Künstler obligatorisch. Themen und Techniken werden dabei kopiert, verändert oder in neue Zusammenhänge gestellt. Hundertwasser arbeitet in diesem Sinne in einer „altertümlichen“ Mischtechnik: Zuerst grundiert er das Packpapier und trägt dann Aquarellschichten auf. Diese behandelt er mit einer Firnisschicht und zieht das Bild danach auf Leinwand auf.Das Thema Rakete hingegen ist 1956, im Entstehungsjahr des Werkes, hochaktuell. Nicht nur in Fachzeitschriften, sondern auch in populären Magazinen und Zeitungen wird intensiv über die Zukunft der bemannten Raumfahrt spekuliert. Im selben Jahr wird die chinesische Raumfahrtorganisation gegründet, und in Europa werden an Hochschulen Studiengänge zu Raketentechnologie eingerichtet. Genau ein Jahr bevor der erste Satellit im Oktober 1957 um die Erde kreist und die westliche Welt vom Sputnik-Schock spricht, malt Hundertwasser in Paris seine pflanzliche Rakete. Er setzt einen intensiv farbigen Gegenentwurf zur technischen Nüchternheit der Weltraumfantasien seiner Zeitgenossinnen und Zeitgenossen. Hundertwasser über sich selbst: „Ich möchte vielleicht bezeichnet werden als Magier der Vegetation oder so etwas Ähnliches, also Magie, dass ich eben ein Bild anfülle, bis es voll ist mit Magie, wie wenn man ein Glas anfüllt mit Wasser.“","This small painting by the Austrian painter Friedensreich Hundertwasser is entitled “La fuseé vegetale des anciens maîtres” or “The Old Masters‘ Vegetable Rocket.”The central elements of the picture look like a tree with a trunk and a round crown. There are two nearly round shapes along a central axis, to which thin circles and spirals are attached. Spiral shapes are important in Hundertwasser‘s work. From 1953 on, he painted them again and again, and said: “A real and true spiral is not geometrical but vegetable, it has lumps and becomes thinner or thicker, and it flows past obstacles that get in its way.”The title mentions the old masters, which nearly every young artist feels obliged to explore and question. Artists copy the old themes and techniques, changing them and placing them in new contexts. Hundertwasser himself uses an “old-fashioned” mixed media technique. He first grounds the packing paper and then applies layers of watercolor. Then he adds a layer of varnish and then finally mounts the picture on canvas. The theme of the “rocket” was highly topical in 1956, the year this work was painted, as the future of manned space flight was a popular theme both among experts and in popular magazines and newspapers. In this year, China founded its space agency, and in Europe universities began to establish programs in space rocket technology. Just one year before the first satellite orbited the earth, and the Western world was to talk of the Sputnik shock, Hundertwasser painted his vegetable rocket in Paris. It is an intensely colorful counterpart to the technical sobriety of his contemporaries’ dreams of space travel. “Perhaps I would like to be seen as a magician of vegetation or something like that, the magic is that I fill up a painting until it is full of magic, just like you fill a glass with water,” said Friedensreich Hundertwasser.",Leihgabe der Artothek des Bundes/On loan from the Artothek des Bundes seit/since,1962,"Agentur Joram Harel, Wien",https://www.mumok.at/imageobject.php?objid=1541,
1542,AV 104/0,AV 00104/000,Filmisches Alphabet,,,1971,no,"16mm Film transferiert auf DVD, s/w, stumm, 2 min","16mm film transferred to DVD, b/w, silent, 2 min",,,,,,,erworben/acquired in,2003,Sixpack Film,https://www.mumok.at/imageobject.php?objid=1542,
1544,MG 104/0,MG 00104/000,House of Painter,,,1997,no,Farbfotografie,Color photograph,60.0,50.0,,cm,,,Schenkung aus Privatbesitz/donation from a private collection,2005,"Bildrecht, Wien",https://www.mumok.at/imageobject.php?objid=1544,
1547,P 105/0,P 00105/000,Ohne Titel,,Untitled,1964,no,"Objekt, bestehend aus 3 offenen, teilweise bemalten Holzkästen, diverse Objekte und Gegenstände","Object consisting of 3 open, partially painted wooden boxes, various objects and items",178.0,121.0,25.0,cm,,,"ehemals Sammlung Hahn/Former Hahn Collection, Köln/Cologne erworben/acquired in",1978,"Bildrecht, Wien",https://www.mumok.at/imageobject.php?objid=1547,
1548,B 105/0,B 00105/000,Pippins,,,1961,no,Öl auf Leinwand,Oil on canvas,130.0,97.0,,cm,,,erworben/acquired in,1964,Paolo Scordia,https://www.mumok.at/imageobject.php?objid=1548,
1549,G 105/0,G 00105/000,Monsignore Otto Mauer,,,1975,no,"S/W Fotografie, übermalt","b/w photograph, painted over",30.0,40.5,,cm,,,erworben/acquired in,1976,Arnulf Rainer,https://www.mumok.at/imageobject.php?objid=1549,"Fotografie, schwarzweiß, Übermalung, schwarz, Profil, Informell, Dialog"
1554,MG 105/0,MG 00105/000,Dancing,,,1999,no,C-Print auf Aluminium kaschiert,C-print mounted on aluminum,180.0,300.0,,cm,,,Schenkung aus Privatbesitz/donation from a private collection,2005,Constanze Ruhm,https://www.mumok.at/imageobject.php?objid=1554,
1559,P 106/0,P 00106/000,Freie Akademie Dangast,,Free Academy Dangast,1973,no,"Objekt aus Blei, Eisen, Holz","Object in lead, iron, wood",38.0,124.0,36.0,cm,,,"ehemals Sammlung Hahn/Former Hahn Collection, Köln/Cologne erworben/acquired in",1978,Anatol,https://www.mumok.at/imageobject.php?objid=1559,
514,MB 28/0,MB 00028/000,Construction 26,Konstruktion 26,,1980,no,Acryl auf Holz,Acrylic on wood,50.0,50.0,,cm,,,"Sammlung/Collection Dieter und Gertraud Bogner im/at the mumok, seit/since",2007,"Bildrecht, Wien",https://www.mumok.at/imageobject.php?objid=514,"Finnland, Kontruktivismus, Malerei, Grafik, Abstraktion"
518,B 29/0,B 00029/000,No Way Out?,Kein Ausweg?,,1960,no,"Mischtechnik, Collage auf Papier","Mixed media, collage on paper",86.0,54.0,,cm,,,erworben/acquired in,1961,"Bildrecht, Wien",https://www.mumok.at/imageobject.php?objid=518,"Bild, Malerei, Symbolismus, Frankreich, Dada, Abstraktion, Primitivismus, Maske,"
519,G 29/0,G 00029/000,2 Ladystühle aus der Sesselserie,,2 Lady-Chairs from the Chair-Series,1970,no,Bleistift auf Papier,Pencil on paper,61.3,43.0,,cm,"Die „2 Ladystühle“ aus der Sesselserie zeigen Objekte zwischen Mensch und Ding. Ein Ohrensessel und ein Hocker werden in einen weiblichen Körper transformiert – oder umgekehrt: Die Möbelstücke verändern sich und nehmen immer mehr die Form des Körpers an, der sie benutzt. Mensch und Gebrauchsobjekt durchdringen sich und werden zu einer Art drittem Körper. So sind die großen Auspolsterungen im Rückenbereich des Sessels zu Brüsten geformt und die leicht gewölbte Sitzfläche zum nackten Bauch mit Nabel. Die außerhalb ihres eigenen Körpers existierende Form des Sessels wird bei Maria Lassnig zu einer durch sie selbst gefühlten Form. Zeitgleich zu diesen anthropomorphen Möbeln entstand auch Lassnigs erster Zeichentrickfilm, „Chairs“, in dem sich Stühle wie Menschen zu Musik bewegen.Die Zeichnung fertigte Lassnig in New York an, wo sie ein Atelier im East Village bezogen hatte. Nach der Entwicklung ihrer berühmten „Körperbewusstseinsbilder“ war sie 1968 nach Amerika gezogen. Ihre bisherigen Arbeiten stießen dort allerdings auf Unverständnis; die Künstlerin wandte sich zunächst von ihren sogenannten „Innenweltbildern“ ab und einer realistischen Malweise zu, um, wie sie sagte, ihr Können unter Beweis zu stellen. Dort entstanden jene Motive, die in surrealistischer Weise ihren Körper mit der Objektwelt kombinieren und die gefühlte Innen- mit der gefühlten Außenwelt verbinden.","The “2 Lady Chairs” from the “Armchair Series” show objects somewhere between human being and material thing. A wingback chair and a stool are transformed into a female body—or vice versa: These items of furniture change form and come to increasingly look like the human body that makes use of them. The human being and its object of use interpenetrate each other and become a body of a third kind. The large padding on the back of the armchair reshapes as breasts, and the slightly curved seat becomes a naked belly with a belly button. The form of the armchair is felt through the body of the artist. At the same time as she made these anthropomorphic items of furniture, Maria Lassnig also produced her first cartoon film, entitled Chairs, in which chairs move to music like people.The drawing “2 Lady Chairs” was made in New York, where Lassnig had taken up a studio in the East Village. After she has created her famous “body awareness paintings,” Lassnig moved to America in 1968. There, her work to date was not understood, and she initially turned away from what she called her “inner world pictures” and painted in a realistic fashion, wanting to show that what she could do, as she herself said. This led to surrealist motifs that combined her body with the world of objects and link up the experience of an inner world with the experience of the external world.",erworben/acquired in,1970,Maria Lassnig Stiftung,https://www.mumok.at/imageobject.php?objid=519,"Zeichnung, Malerei, Österreich, Nachkriegszeit, Körper, Body Art, Gefühl, Ausdruck, Empfindung,"
520,ÖL-Stg 29/0,ÖL-Stg 00029/000,"O.T., aus der Kölner Mappe",,"Untitled, from the Cologne File",1958,no,Wasserfarbe auf Papier,Watercolor on paper,15.6,16.0,,cm,,,"Leihgabe der Österreichischen Ludwig-Stiftung/On loan from the Austrian Ludwig Foundation, seit/since",1981,"Bildrecht, Wien",https://www.mumok.at/imageobject.php?objid=520,
521,L 29/0,L 00029/000,Schwarz auf Weiß,,Black on White,1961,no,Öl auf Leinwand,Oil on canvas,98.0,121.0,,cm,,,Leihgabe der Artothek des Bundes/On loan from the Artothek des Bundes seit/since,1979,Günter Brus,https://www.mumok.at/imageobject.php?objid=521,
523,AV 29/0,AV 00029/000,Sybille II,,,1999,no,"Video auf DVD übertragen, Farbe, Ton, 4 min 30 s","Video transferred to DVD, color, sound, 4 min 30 sec",,,,,,,erworben/acquired in,2001,"Bildrecht, Wien",https://www.mumok.at/imageobject.php?objid=523,
525,D 29/0,D 00029/000,Brief an Wolfgang Hahn,Brief an Wolfgang Hahn,Letter to Wolfgang Hahn,1967,no,Schreibmaschine auf Papier,Typewriter on paper,28.0,22.0,,cm,,,"ehemals Sammlung Hahn/Former Hahn Collection, Köln/Cologne erworben/acquired in",1978,Estate of Nam June Paik,https://www.mumok.at/imageobject.php?objid=525,
363,D 20/0,D 00020/000,96. Aktion,,96th Action,1996,no,"Video auf DVD übertragen, Farbe, Ton, 93 min","Video transferred to DVD, color, sound, 93 min",,,,,,,erworben/acquired in,2004,Bildrecht Wien,https://www.mumok.at/imageobject.php?objid=363,"Österreich, Aktionismus, Performance, Blut, Innereien, Schwein, rot, schütten, Symbol, Opfer, Kreuzigung, Augenbinde"
364,MG 20/0,MG 00020/000,Zeitungsfoto 216,,,1991,no,Farbfotografie,Color photograph,25.5,35.0,,cm,,,erworben mit Unterstützung der Gesellschaft der Freunde der bildenden Künste/acquired with support of the Society of the Friends of Fine Arts Vienna,2005,"Thomas Ruff/Bildrecht, Wien",https://www.mumok.at/imageobject.php?objid=364,"Deutschland, Fotografie, Porträt, Realismus, Hyperrealismus, Zeitung, Medien, Appropriation Art"
365,WA 20/0,WA 0020/000,"Materialaktion Nr. 4, Kreuzigung eines männlichen Körpers, 3. März 1964",,"Material Action no. 4, Crucificion of a Male Body, March 3, 1964",1964 (2000),no,12 S/W Fotografien,12 b/w photographs,30.5,24.5,,cm,"Foto: Ludwig HoffenreichWohnung Muehl, Obere Augartenstraße 14a/20, 1020 Wien","Photography: Ludwig HoffenreichMuehl's apartment, Obere Augartenstraße 14a/20, 1020 Vienna",erworben/acquired in,2003,"Bildrecht, Wien",https://www.mumok.at/imageobject.php?objid=365,
366,MAV 20/0,MAV 00020/000,Fusion,,,2001,no,"Video auf DVD übertragen, Farbe, Ton, 15 min 15 s","Video transferred to DVD, color, sound, 15 min 15 sec",,,,,,,Geschenk Edelbert Köb/donation by Edelbert Köb,2007,"Bildrecht, Wien",https://www.mumok.at/imageobject.php?objid=366,
367,WA 76/0,WA 0076/000,Tortur IV,,,1965,no,Verschiedene Materialien auf Pergamentpapier,Various materials on greaseproof paper,63.0,48.0,2.0,cm,,,erworben/acquired in,2003,Günter Brus,https://www.mumok.at/imageobject.php?objid=367,
369,MP 20/0,MP 00020/000,Lineare Progression gegen Unendlich mit 30°,,Linear Progression towards Infinity with 30°,1982 - 1983,no,"Flachstahl, lackiert","Flat steel, lacquered",103.5,0.5,3.0,cm,,,"Sammlung/Collection Dieter und Gertraud Bogner im/at the MUMOK, seit/since",2007,,https://www.mumok.at/imageobject.php?objid=369,
371,MB 20/0,MB 00020/000,1977/7,,,1977,no,Öl auf Leinwand,Oil on canvas,90.0,90.0,2.0,cm,,,"Sammlung/Collection Dieter und Gertraud Bogner im/at the mumok, seit/since",2007,"Bildrecht, Wien",https://www.mumok.at/imageobject.php?objid=371,
